CustomerID,Age,Annual_Income_k$,Spending_Score,Purchase_Frequency,Gender
1,0.8566777447865855,0.16630974558058606,-0.6937256077209822,-0.8942265665459644,0
2,1.7479153005408403,1.6618898780930234,-0.29678327493044226,-0.8942265665459644,1
3,0.17111039420638963,-0.5255997967831079,0.6838977825520681,0.8922346622758281,0
4,-0.7886838966058847,-0.6218384768202342,-0.15668598100436937,1.3388499694812763,0
5,1.130904685018664,-0.11930182098120795,0.33365454773688585,-1.3408418737514125,0
6,-1.2685810420120218,-0.9175395824181785,0.07680950887241883,0.8922346622758281,0
7,-0.3773434862577671,1.4546662686582439,-0.6470265097456246,0.8922346622758281,0
8,0.8566777447865855,1.7103972773052847,-0.9272210975977704,2.678695891097621,0
9,-0.5144569563738063,0.7398612338663627,0.47375184166295875,-0.44761125934051627,0
10,-0.24023001614172793,0.8741297148859015,0.9874419193918927,-0.8942265665459644,0
11,-1.062910836837963,-0.1856599431035813,0.21690680279849173,1.7854652766867245,1
12,-1.062910836837963,0.6238315349506335,0.006760861909382365,-0.8942265665459644,0
13,-0.17167328108370833,0.017508431417719374,-0.7170751567086611,1.3388499694812763,0
14,0.6510075396125268,-0.3408836205828172,0.707247331539747,0.44561935507038003,1
15,0.9252344798446052,1.3611440029770039,0.31030499874920703,1.7854652766867245,1
16,-0.17167328108370833,-0.051779521277740534,0.10015905786009764,1.3388499694812763,0
17,-1.6113647173021197,-0.1243465904992832,0.6605482335643893,3.571926505508517,1
18,-0.3087867511997475,-0.8798978406294639,0.5204509396383163,-0.44761125934051627,0
19,-1.6799214523601393,0.18532464607179225,-0.016588687078296454,2.678695891097621,0
20,-0.17167328108370833,1.057681713505098,0.7772959785027834,2.678695891097621,1
21,0.0,-2.22141847324376,-0.13333643201669054,0.8922346622758281,0
22,0.23966712926440922,0.30407075934340777,0.7539464295151046,1.7854652766867245,1
23,0.788121009728566,0.6754434077124799,-1.090667940511522,-0.44761125934051627,1
24,-1.6799214523601393,0.0867576108724775,-0.7404247056963399,1.3388499694812763,1
25,-0.3773434862577671,-1.9377472026504563,0.9407428214165351,-0.000995952135068129,1
26,0.445337334438468,-1.3471211098419638,0.38035364571224345,1.3388499694812763,1
27,-0.9943541017799434,-0.10649586758917105,-1.0206192935484857,-0.8942265665459644,0
28,-0.3087867511997475,-1.6521356360886623,0.9407428214165351,-0.000995952135068129,0
29,1.1994614200766835,2.576157338445723,0.8473446254658199,0.44561935507038003,1
30,-0.10311654602568875,0.017508431417719374,-0.8805219996224127,0.44561935507038003,0
31,1.5422450953667814,-1.0347334589150017,0.07680950887241883,-0.000995952135068129,1
32,0.03399692409035045,0.8182491909933767,0.4037031946999223,1.7854652766867245,1
33,1.0623479499606443,0.6211151205947472,-0.5302787648072305,0.44561935507038003,1
34,0.10255365914837004,-0.3804656583400225,0.1702077048231341,-0.8942265665459644,1
35,-0.720127161547865,0.9245774100666531,-0.7404247056963399,0.8922346622758281,0
36,-0.7886838966058847,-2.053000783178789,-1.1607165874745586,-1.3408418737514125,1
37,1.4051316252507424,-0.3606746394614197,-0.6937256077209822,-0.44761125934051627,1
38,1.6793585654828207,-0.5360773950129564,-0.5536283137949093,-0.8942265665459644,1
39,1.1994614200766835,1.715053987629662,-0.20338507897972702,-0.8942265665459644,0
40,0.0,-0.9606141529186664,-1.1840661364622374,-0.8942265665459644,1
41,-1.6113647173021197,0.6358613699552744,1.1041896643302869,-0.8942265665459644,1
42,0.7195642746705464,-0.6959577828165692,-0.0632877850536541,2.678695891097621,1
43,1.6793585654828207,1.002189248806271,0.567150037613674,1.3388499694812763,0
44,-1.3371377770700414,-0.44759989884979184,-0.1800355299920482,1.7854652766867245,1
45,-0.3773434862577671,-1.2070317409169533,-0.7637742546840187,-0.8942265665459644,1
46,-1.2000243069540022,-0.05798846837690984,-1.1373670384868797,-0.44761125934051627,1
47,0.8566777447865855,0.7899208698534159,-0.5069292158195516,-1.7874571809568607,1
